@relation data_143

@attribute N numeric
@attribute TREE {D10,D13,D14,D16,D18,D19,D20,D21,D22,G10,G2,G20,G21,G24,G27,G28,G29,G4,G5,G6,G7,G8,G9,J1,J10,J12,J13,J15,J17,J19,J20,J25,J27,J29,J31,J6,J8,M10,M17,M20,M25,M33,M6,O20,O27,O28,O33,O3O,Q12,Q17,Q19,Q23,Q25,Q3,Q34,Q4,Q5}
@attribute BR {A,B,C,D,E,F,G,H,I,J}
@attribute TL numeric
@attribute IN numeric
@attribute INTERNODE_1 numeric
@attribute INTERNODE_2 numeric
@attribute INTERNODE_3 numeric
@attribute INTERNODE_4 numeric
@attribute INTERNODE_5 numeric
@attribute INTERNODE_6 numeric
@attribute INTERNODE_7 numeric
@attribute INTERNODE_8 numeric
@attribute INTERNODE_9 numeric
@attribute INTERNODE_10 numeric
@attribute INTERNODE_11 numeric
@attribute INTERNODE_12 numeric
@attribute INTERNODE_13 numeric
@attribute INTERNODE_14 numeric
@attribute INTERNODE_15 numeric
@attribute INTERNODE_16 numeric
@attribute INTERNODE_17 numeric
@attribute INTERNODE_18 numeric
@attribute INTERNODE_19 numeric
@attribute INTERNODE_20 numeric
@attribute INTERNODE_21 numeric
@attribute INTERNODE_22 numeric
@attribute INTERNODE_23 numeric
@attribute INTERNODE_24 numeric
@attribute INTERNODE_25 numeric
@attribute INTERNODE_26 numeric
@attribute INTERNODE_27 numeric
@attribute INTERNODE_28 numeric
@attribute INTERNODE_29 numeric
@attribute binaryClass {P,N}

@data
2269,G27,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2270,G27,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2271,G27,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2272,G27,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2273,G27,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2274,G27,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2275,G27,F,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2276,G27,F,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2277,G27,F,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2278,G27,F,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2279,G27,F,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2280,G27,F,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2281,G27,F,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2282,G27,F,1,4,0.2,0.3,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2283,G27,F,1,5,0.3,0.4,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2284,G27,F,1,7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2285,G27,F,1,4,0.2,0.3,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2286,G27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2287,G27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2288,G27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2289,G27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2290,G27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2291,G27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2292,G27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2293,G27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2294,G27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2295,G27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2296,G27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2297,G27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2298,G27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2299,G27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2300,G27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2301,G27,G,1,4,0.2,0.5,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2302,G27,G,3,6,0.3,0.7,0.7,0.7,0.7,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2303,G27,G,3,6,0.3,0.6,0.7,0.6,0.6,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2304,G2,A,5,6,0.5,1,1.2,1,0.7,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2305,G2,A,3,5,0.3,0.6,0.8,0.8,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2306,G2,B,2,4,0.5,0.6,0.6,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2307,G2,B,2,4,0.3,0.4,0.6,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2308,G2,B,1,4,0.2,0.3,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2309,G2,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2310,G2,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2311,G2,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2312,G2,B,12,9,0.3,1,1.2,2.1,2,2.1,1.5,1,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2313,G2,B,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2314,G2,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2315,G2,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2316,G2,B,5,6,0.6,0.8,1,1.1,1.1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2317,G2,B,2,4,0.2,0.6,0.7,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2318,G2,B,2,4,0.3,0.5,0.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2319,G2,C,10,7,0.5,1.1,1.3,2.5,2.8,1.6,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2320,G2,C,12,8,0.5,1.5,2.2,2.6,2.3,2,1,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2321,G2,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2322,G2,C,2,4,0.3,0.6,0.6,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2323,G2,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2324,G2,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2325,G2,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2326,G2,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2327,G2,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2328,G2,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2329,G2,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2330,G2,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2331,G2,C,6,7,0.2,0.5,1,1.1,1.5,1.2,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2332,G2,C,6,7,0.3,0.6,1,1.8,1.5,1,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2333,G2,D,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2334,G2,D,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2335,G2,D,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2336,G2,E,3,5,0.3,1,1.1,0.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2337,G2,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2338,G2,E,1,5,0.2,0.3,0.3,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2339,G2,E,2,5,0.2,0.5,0.5,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2340,G2,E,1,5,0.2,0.3,0.2,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2341,G2,F,2,6,0.2,0.3,0.6,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2342,G2,F,1.5,6,0.2,0.2,0.3,0.3,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2343,G2,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2344,G2,F,1,4,0.2,0.3,0.6,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2345,G2,F,25.5,12,0.2,0.3,0.8,1.6,3,3.5,5.1,4.5,3.5,2.1,0.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2346,G2,F,2,4,0.3,0.6,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2347,G2,F,73,16,0.6,1.2,2.3,3.6,4.3,6,5.6,6,7.8,8,6.3,6,6.7,4.7,3.2,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2348,G6,A,15,6,0.8,2.2,3.7,4,2.8,1.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2349,G6,B,2,5,0.2,0.3,0.2,0.3,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2350,G6,B,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2351,G6,B,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2352,G6,B,3,6,0.5,0.6,0.5,0.3,0.8,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2353,G6,B,1,6,0.2,0.3,0.2,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2354,G6,B,1,7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2355,G6,B,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2356,G6,B,2,7,0.2,0.3,0.2,0.2,0.4,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2357,G6,C,5,7,0.2,0.4,0.2,0.3,1.1,2,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2358,G6,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2359,G6,C,1,5,0.2,0.3,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2360,G6,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2361,G6,D,105,22,1.5,3.6,6.1,7.5,6.1,8,7.9,6.2,5,6.2,5.8,5.1,6,6.3,6.6,6.5,4.6,3.5,1.6,0.8,0.3,0.2,?,?,?,?,?,?,?,N
2362,G6,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2363,G6,E,1,5,0.2,0.3,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2364,G6,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2365,G6,E,3,6,0.3,0.6,0.3,0.2,0.2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2366,G6,E,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2367,G6,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2368,G6,E,2,7,0.3,0.6,0.3,0.2,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2369,G6,F,67,16,1.2,3.8,7,8.4,6.8,6.7,5.9,3,2,1.8,6.2,1.3,6,4.4,2.3,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2370,G6,G,104,18,1.6,4.3,7.7,8.1,7.2,7.5,6,6,6.1,8.2,8.2,7.6,5.9,5.6,5.2,5.1,3.5,0.5,?,?,?,?,?,?,?,?,?,?,?,N
2371,G6,H,2,3,0.6,1.1,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2372,G6,H,3,4,0.5,1.1,1,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2373,G6,H,28,14,0.8,3.4,4.7,3.6,2.8,3,2.5,1.2,0.2,0.2,1,2.3,1.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2374,G6,H,12,6,0.3,1.6,3.5,3.7,2.3,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2375,O3O,A,15,9,0.3,2.8,3,2.8,2.5,1.9,1.5,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2376,O3O,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2377,O3O,B,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2378,O3O,B,7.5,6,0.7,1.8,2,1.5,1,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2379,O3O,B,9,9,0.3,1.2,2,2,1.2,0.8,0.6,0.6,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2380,O3O,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2381,O3O,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2382,O3O,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2383,O3O,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2384,O3O,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2385,O3O,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2386,O3O,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2387,O3O,C,1,3,0.3,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2388,O3O,C,5,5,0.2,1.2,1.7,1.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2389,O3O,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2390,O3O,C,1,3,0.3,0.6,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2391,O3O,C,3,5,0.6,1.1,1,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2392,J6,A,82,17,1.5,1.6,2.3,3.2,5.8,9.5,7.8,6.1,6.9,5.8,6,6,5.3,5.1,4.5,3.1,1.6,?,?,?,?,?,?,?,?,?,?,?,?,N
2393,J6,A,121,20,0.5,2.6,3.5,4.3,5.2,8.8,8.8,10.2,10,9.8,9.1,8.3,7.5,6.8,5.8,5.7,5.3,3.6,3.6,1.2,?,?,?,?,?,?,?,?,?,N
2394,J6,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2395,J6,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2396,J6,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2397,J6,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2398,J6,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2399,J6,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2400,J6,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2401,J6,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2402,J6,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2403,J6,B,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2404,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2405,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2406,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2407,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2408,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2409,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2410,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2411,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2412,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2413,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2414,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2415,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2416,J6,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2417,J6,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2418,J6,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2419,J6,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2420,J6,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2421,J6,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2422,J6,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2423,J6,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2424,J6,D,75,16,0.3,1.4,2.5,3.1,4.3,6,8.5,7.2,8,6.8,6.8,6.6,6.2,4.1,2.9,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2425,J6,E,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2426,J6,E,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2427,J6,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2428,J6,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2429,J6,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2430,J6,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2431,J6,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
2432,J6,E,1,5,0.2,0.3,0.3,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
